GRE bins,TOEFL bins,GPA bins,Accuracy,Balanced Accuracy,F1 Score,Model,Model Structure,Marginal Probabilities,Classification Report
5,5,5,0.43,0.5681818181818181,0.24,Learned BN with SMOTE,"[[""GRE Score_cat"", ""TOEFL Score_cat""], [""GRE Score_cat"", ""LOR ""], [""GRE Score_cat"", ""CGPA_cat""], [""TOEFL Score_cat"", ""LOR ""], [""CGPA_cat"", ""LOR ""], [""CGPA_cat"", ""TOEFL Score_cat""], [""Research"", ""LOR ""], [""Research"", ""TOEFL Score_cat""], [""Research"", ""CGPA_cat""], [""Research"", ""GRE Score_cat""], [""SOP"", ""University Rating""], [""SOP"", ""LOR ""], [""SOP"", ""TOEFL Score_cat""], [""SOP"", ""CGPA_cat""], [""SOP"", ""GRE Score_cat""], [""University Rating"", ""CGPA_cat""], [""University Rating"", ""LOR ""], [""University Rating"", ""TOEFL Score_cat""], [""University Rating"", ""Admit""], [""University Rating"", ""GRE Score_cat""], [""University Rating"", ""Research""], [""Admit"", ""LOR ""], [""Admit"", ""TOEFL Score_cat""], [""Admit"", ""CGPA_cat""], [""Admit"", ""GRE Score_cat""], [""Admit"", ""Research""]]","{""GRE Score_cat"": [0.0645290654799296, 0.10307720236860594, 0.17834580341772502, 0.3170818601037271, 0.3369660686300123], ""TOEFL Score_cat"": [0.029845949668360426, 0.1420221020263474, 0.1556990776812839, 0.32736043550093497, 0.34507243512307334], ""LOR "": [0.0036073709736859803, 0.015398214328779396, 0.04650823064805567, 0.04977889689661929, 0.11517597389471385, 0.14869352485813842, 0.18439017602104069, 0.21205745660080888, 0.22439015577815782], ""CGPA_cat"": [0.01585708145854727, 0.11145217898199138, 0.18822264715313916, 0.2910866896456919, 0.39338140276063044], ""Research"": [0.24540311173974536, 0.7545968882602546], ""SOP"": [0.005029074336005029, 0.029074336005029074, 0.04746188904604746, 0.07433600502907434, 0.09130913091309131, 0.10828225679710828, 0.24548169102624545, 0.23275184661323273, 0.16627377023416628], ""University Rating"": [0.03818953323903819, 0.1371994342291372, 0.1895332390381895, 0.3069306930693069, 0.32814710042432815], ""Admit"": [0.5, 0.5]}","{""0"": {""precision"": 0.918918918918919, ""recall"": 0.38636363636363635, ""f1-score"": 0.544, ""support"": 88.0}, ""1"": {""precision"": 0.14285714285714285, ""recall"": 0.75, ""f1-score"": 0.24, ""support"": 12.0}, ""accuracy"": 0.43, ""macro avg"": {""precision"": 0.5308880308880309, ""recall"": 0.5681818181818181, ""f1-score"": 0.392, ""support"": 100.0}, ""weighted avg"": {""precision"": 0.8257915057915057, ""recall"": 0.43, ""f1-score"": 0.50752, ""support"": 100.0}}"
5,5,3,0.58,0.7253787878787878,0.34374999999999994,Learned BN with SMOTE,"[[""GRE Score_cat"", ""University Rating""], [""TOEFL Score_cat"", ""GRE Score_cat""], [""TOEFL Score_cat"", ""University Rating""], [""CGPA_cat"", ""TOEFL Score_cat""], [""CGPA_cat"", ""University Rating""], [""CGPA_cat"", ""GRE Score_cat""], [""CGPA_cat"", ""Research""], [""CGPA_cat"", ""Admit""], [""Research"", ""University Rating""], [""Research"", ""GRE Score_cat""], [""Research"", ""TOEFL Score_cat""], [""Admit"", ""University Rating""], [""Admit"", ""GRE Score_cat""], [""Admit"", ""TOEFL Score_cat""], [""Admit"", ""Research""], [""SOP"", ""University Rating""], [""SOP"", ""CGPA_cat""], [""SOP"", ""GRE Score_cat""], [""SOP"", ""TOEFL Score_cat""], [""LOR "", ""SOP""], [""LOR "", ""University Rating""], [""LOR "", ""GRE Score_cat""], [""LOR "", ""TOEFL Score_cat""]]","{""GRE Score_cat"": [0.06818210931583929, 0.112446491570477, 0.18931226925616698, 0.29767395032656013, 0.3323851795309567], ""University Rating"": [0.04880226536068653, 0.14061724323344277, 0.17765500619601082, 0.2902519695624577, 0.3426735156474022], ""TOEFL Score_cat"": [0.0455674030218985, 0.13306068670750498, 0.1558088463591278, 0.32115230592477234, 0.34441075798669646], ""CGPA_cat"": [0.06459217350306458, 0.31636020744931637, 0.6190476190476191], ""Research"": [0.24540311173974538, 0.7545968882602546], ""Admit"": [0.5, 0.5000000000000001], ""SOP"": [0.00502907433600503, 0.029074336005029087, 0.04746188904604747, 0.07433600502907434, 0.09130913091309133, 0.10828225679710829, 0.23840955524123844, 0.24123840955524128, 0.16485934307716488], ""LOR "": [0.0022002200220022, 0.014930064435014928, 0.04887631620304887, 0.053119597674053116, 0.11676881973911676, 0.1493006443501493, 0.18890460474618886, 0.2129498664152129, 0.2129498664152129]}","{""0"": {""precision"": 0.9791666666666666, ""recall"": 0.5340909090909091, ""f1-score"": 0.6911764705882353, ""support"": 88.0}, ""1"": {""precision"": 0.21153846153846154, ""recall"": 0.9166666666666666, ""f1-score"": 0.34374999999999994, ""support"": 12.0}, ""accuracy"": 0.58, ""macro avg"": {""precision"": 0.5953525641025641, ""recall"": 0.7253787878787878, ""f1-score"": 0.5174632352941176, ""support"": 100.0}, ""weighted avg"": {""precision"": 0.8870512820512819, ""recall"": 0.58, ""f1-score"": 0.649485294117647, ""support"": 100.0}}"
5,10,10,0.39,0.4734848484848485,0.18666666666666668,Learned BN with SMOTE,"[[""GRE Score_cat"", ""CGPA_cat""], [""GRE Score_cat"", ""LOR ""], [""GRE Score_cat"", ""University Rating""], [""CGPA_cat"", ""LOR ""], [""University Rating"", ""LOR ""], [""University Rating"", ""CGPA_cat""], [""TOEFL Score_cat"", ""GRE Score_cat""], [""TOEFL Score_cat"", ""LOR ""], [""TOEFL Score_cat"", ""CGPA_cat""], [""TOEFL Score_cat"", ""Admit""], [""TOEFL Score_cat"", ""University Rating""], [""TOEFL Score_cat"", ""Research""], [""Admit"", ""LOR ""], [""Admit"", ""CGPA_cat""], [""Admit"", ""University Rating""], [""Admit"", ""GRE Score_cat""], [""Admit"", ""Research""], [""Research"", ""LOR ""], [""Research"", ""CGPA_cat""], [""Research"", ""University Rating""], [""Research"", ""GRE Score_cat""], [""SOP"", ""LOR ""], [""SOP"", ""CGPA_cat""], [""SOP"", ""University Rating""], [""SOP"", ""TOEFL Score_cat""], [""SOP"", ""GRE Score_cat""]]","{""GRE Score_cat"": [0.07012675634745728, 0.11562103576738875, 0.17059527549740477, 0.3096222349502838, 0.3340346974374655], ""CGPA_cat"": [0.017964766364825857, 0.044630168450203504, 0.07133900798439201, 0.09861964707108138, 0.10037701888441744, 0.08114095844891007, 0.21065822281200508, 0.24161109227427072, 0.13365911770989403], ""LOR "": [0.00766496576856454, 0.01682200610639955, 0.049745796608611836, 0.05634291003172722, 0.11581511854706193, 0.15407713803040538, 0.18892208578031916, 0.22130397035465948, 0.18930600877225096], ""University Rating"": [0.04623414073976876, 0.13649696209567233, 0.1775004998152704, 0.32548960230448537, 0.31427879504480316], ""TOEFL Score_cat"": [0.007779349363507778, 0.023338048090523335, 0.05728429985855727, 0.07991513437057991, 0.0997171145685997, 0.058698727015558685, 0.12942008486562942, 0.18741159830268742, 0.243988684582744, 0.11244695898161244], ""Admit"": [0.5, 0.5000000000000001], ""Research"": [0.24540311173974538, 0.7545968882602545], ""SOP"": [0.00502907433600503, 0.02907433600502908, 0.04746188904604747, 0.07433600502907435, 0.09130913091309133, 0.1082822567971083, 0.24689611818324692, 0.23275184661323278, 0.16485934307716488]}","{""0"": {""precision"": 0.8648648648648649, ""recall"": 0.36363636363636365, ""f1-score"": 0.512, ""support"": 88.0}, ""1"": {""precision"": 0.1111111111111111, ""recall"": 0.5833333333333334, ""f1-score"": 0.18666666666666668, ""support"": 12.0}, ""accuracy"": 0.39, ""macro avg"": {""precision"": 0.48798798798798804, ""recall"": 0.4734848484848485, ""f1-score"": 0.34933333333333333, ""support"": 100.0}, ""weighted avg"": {""precision"": 0.7744144144144144, ""recall"": 0.39, ""f1-score"": 0.47296, ""support"": 100.0}}"
5,10,5,0.57,0.5757575757575758,0.2456140350877193,Learned BN with SMOTE,"[[""GRE Score_cat"", ""CGPA_cat""], [""GRE Score_cat"", ""LOR ""], [""GRE Score_cat"", ""Research""], [""GRE Score_cat"", ""SOP""], [""GRE Score_cat"", ""University Rating""], [""CGPA_cat"", ""SOP""], [""CGPA_cat"", ""LOR ""], [""CGPA_cat"", ""University Rating""], [""Research"", ""LOR ""], [""Research"", ""SOP""], [""Research"", ""University Rating""], [""Research"", ""CGPA_cat""], [""SOP"", ""LOR ""], [""University Rating"", ""LOR ""], [""University Rating"", ""SOP""], [""TOEFL Score_cat"", ""GRE Score_cat""], [""TOEFL Score_cat"", ""LOR ""], [""TOEFL Score_cat"", ""SOP""], [""TOEFL Score_cat"", ""University Rating""], [""TOEFL Score_cat"", ""CGPA_cat""], [""TOEFL Score_cat"", ""Admit""], [""Admit"", ""LOR ""], [""Admit"", ""SOP""], [""Admit"", ""University Rating""], [""Admit"", ""CGPA_cat""], [""Admit"", ""Research""], [""Admit"", ""GRE Score_cat""]]","{""GRE Score_cat"": [0.06506364922206506, 0.10608203677510608, 0.17680339462517683, 0.3224893917963225, 0.3295615275813295], ""CGPA_cat"": [0.01439563761923219, 0.11553161711224483, 0.19366381259968785, 0.28391347770542397, 0.3924954549634112], ""LOR "": [0.00272674886984375, 0.014180203518990384, 0.04762294986449577, 0.05428694183117746, 0.11508175064657683, 0.1585484655805698, 0.18964724112750084, 0.21586769190484176, 0.2020380066560035], ""Research"": [0.24540311173974544, 0.7545968882602545], ""SOP"": [0.005550631279557945, 0.030323666450622965, 0.044909316596342785, 0.07523412956399646, 0.08830188810815018, 0.10874519782073326, 0.24610461346122017, 0.22934235963565203, 0.1714881970837243], ""University Rating"": [0.038109772188395695, 0.13605802897927657, 0.19038497287870623, 0.3265697895758504, 0.3088774363777711], ""TOEFL Score_cat"": [0.007779349363507779, 0.02333804809052334, 0.057284299858557285, 0.07991513437057991, 0.09971711456859972, 0.0586987270155587, 0.13224893917963224, 0.18741159830268742, 0.21852899575671852, 0.13507779349363508], ""Admit"": [0.5, 0.49999999999999994]}","{""0"": {""precision"": 0.9090909090909091, ""recall"": 0.5681818181818182, ""f1-score"": 0.6993006993006994, ""support"": 88.0}, ""1"": {""precision"": 0.15555555555555556, ""recall"": 0.5833333333333334, ""f1-score"": 0.2456140350877193, ""support"": 12.0}, ""accuracy"": 0.57, ""macro avg"": {""precision"": 0.5323232323232323, ""recall"": 0.5757575757575758, ""f1-score"": 0.47245736719420933, ""support"": 100.0}, ""weighted avg"": {""precision"": 0.8186666666666667, ""recall"": 0.5700000000000001, ""f1-score"": 0.6448582995951417, ""support"": 100.0}}"
5,10,3,0.51,0.5776515151515151,0.24615384615384617,Learned BN with SMOTE,"[[""GRE Score_cat"", ""LOR ""], [""GRE Score_cat"", ""SOP""], [""GRE Score_cat"", ""University Rating""], [""SOP"", ""LOR ""], [""University Rating"", ""LOR ""], [""University Rating"", ""SOP""], [""TOEFL Score_cat"", ""GRE Score_cat""], [""TOEFL Score_cat"", ""Admit""], [""TOEFL Score_cat"", ""LOR ""], [""TOEFL Score_cat"", ""SOP""], [""TOEFL Score_cat"", ""University Rating""], [""TOEFL Score_cat"", ""CGPA_cat""], [""Admit"", ""LOR ""], [""Admit"", ""SOP""], [""Admit"", ""University Rating""], [""Admit"", ""CGPA_cat""], [""Admit"", ""GRE Score_cat""], [""Admit"", ""Research""], [""CGPA_cat"", ""SOP""], [""CGPA_cat"", ""LOR ""], [""CGPA_cat"", ""University Rating""], [""CGPA_cat"", ""GRE Score_cat""], [""CGPA_cat"", ""Research""], [""Research"", ""LOR ""], [""Research"", ""SOP""], [""Research"", ""University Rating""], [""Research"", ""GRE Score_cat""]]","{""GRE Score_cat"": [0.061660882292718426, 0.10766630863399537, 0.17780314522668467, 0.31110147716766307, 0.3417681866789384], ""LOR "": [0.0024736190338420895, 0.013929987335397725, 0.046560159286795855, 0.05110132457963721, 0.11453467726977168, 0.1564961778013939, 0.19650806661979414, 0.21513053988740488, 0.20326544818596248], ""SOP"": [0.00501961154048745, 0.030201247873272767, 0.041731751440684466, 0.07450285202943624, 0.09054562299289944, 0.10721886510625186, 0.2419836222268727, 0.23933815830032223, 0.1694582684897728], ""University Rating"": [0.03680010449998647, 0.13498803983200597, 0.1914679503826209, 0.31656164674600024, 0.32018225853938653], ""TOEFL Score_cat"": [0.00777934936350778, 0.023338048090523342, 0.05728429985855729, 0.07991513437057993, 0.09971711456859973, 0.058698727015558706, 0.13224893917963226, 0.17892503536067894, 0.22842998585572846, 0.1336633663366337], ""Admit"": [0.5, 0.5], ""CGPA_cat"": [0.06459217350306459, 0.31636020744931637, 0.6190476190476191], ""Research"": [0.24540311173974538, 0.7545968882602546]}","{""0"": {""precision"": 0.9148936170212766, ""recall"": 0.48863636363636365, ""f1-score"": 0.6370370370370371, ""support"": 88.0}, ""1"": {""precision"": 0.1509433962264151, ""recall"": 0.6666666666666666, ""f1-score"": 0.24615384615384617, ""support"": 12.0}, ""accuracy"": 0.51, ""macro avg"": {""precision"": 0.5329185066238459, ""recall"": 0.5776515151515151, ""f1-score"": 0.4415954415954416, ""support"": 100.0}, ""weighted avg"": {""precision"": 0.8232195905258932, ""recall"": 0.51, ""f1-score"": 0.5901310541310543, ""support"": 100.0}}"
5,20,10,0.69,0.8238636363636364,0.43636363636363634,Learned BN with SMOTE,"[[""GRE Score_cat"", ""CGPA_cat""], [""GRE Score_cat"", ""SOP""], [""GRE Score_cat"", ""LOR ""], [""GRE Score_cat"", ""University Rating""], [""CGPA_cat"", ""LOR ""], [""CGPA_cat"", ""SOP""], [""SOP"", ""LOR ""], [""University Rating"", ""CGPA_cat""], [""University Rating"", ""SOP""], [""University Rating"", ""LOR ""], [""TOEFL Score_cat"", ""CGPA_cat""], [""TOEFL Score_cat"", ""GRE Score_cat""], [""TOEFL Score_cat"", ""Admit""], [""TOEFL Score_cat"", ""SOP""], [""TOEFL Score_cat"", ""LOR ""], [""TOEFL Score_cat"", ""University Rating""], [""Admit"", ""CGPA_cat""], [""Admit"", ""SOP""], [""Admit"", ""University Rating""], [""Admit"", ""LOR ""], [""Admit"", ""GRE Score_cat""], [""Admit"", ""Research""], [""Research"", ""CGPA_cat""], [""Research"", ""SOP""], [""Research"", ""LOR ""], [""Research"", ""University Rating""], [""Research"", ""GRE Score_cat""]]","{""GRE Score_cat"": [0.05808848731160351, 0.10469675946794404, 0.1976842751013543, 0.3205649894659782, 0.31896548865312], ""CGPA_cat"": [0.00967676004972704, 0.038728499672754185, 0.07147608059927389, 0.09408961233971527, 0.109591310286201, 0.09114517854376628, 0.2028433695982979, 0.2446819792048678, 0.13776720970539663], ""SOP"": [0.004367928431299342, 0.025851397592177673, 0.04065230303497069, 0.07686389327010101, 0.09358052988708043, 0.10895799200910364, 0.2652423916268218, 0.2335620945470025, 0.15092146960144295], ""LOR "": [0.0023349148853299513, 0.014033654680927963, 0.04193838272008395, 0.048178587973410916, 0.11011365995586929, 0.1671907095857712, 0.2067330838419241, 0.20605818897572148, 0.20341881738096113], ""University Rating"": [0.03522583750139358, 0.13190606012439549, 0.19965193642913973, 0.33296385020903946, 0.30025231573603184], ""TOEFL Score_cat"": [0.004596888260254596, 0.0031824611032531818, 0.01308345120226308, 0.010254596888260253, 0.028642149929278635, 0.028642149929278635, 0.02298444130127298, 0.05693069306930692, 0.028642149929278635, 0.07107496463932106, 0.032885431400282876, 0.025813295615275806, 0.08097595473833097, 0.05410183875530409, 0.10785007072135783, 0.058345120226308333, 0.06824611032531823, 0.1757425742574257, 0.06683168316831682, 0.06117397454031116], ""Admit"": [0.5, 0.5], ""Research"": [0.2454031117397454, 0.7545968882602546]}","{""0"": {""precision"": 1.0, ""recall"": 0.6477272727272727, ""f1-score"": 0.7862068965517242, ""support"": 88.0}, ""1"": {""precision"": 0.27906976744186046, ""recall"": 1.0, ""f1-score"": 0.43636363636363634, ""support"": 12.0}, ""accuracy"": 0.69, ""macro avg"": {""precision"": 0.6395348837209303, ""recall"": 0.8238636363636364, ""f1-score"": 0.6112852664576802, ""support"": 100.0}, ""weighted avg"": {""precision"": 0.9134883720930234, ""recall"": 0.69, ""f1-score"": 0.7442257053291536, ""support"": 100.0}}"
5,20,5,0.58,0.6893939393939394,0.3225806451612903,Learned BN with SMOTE,"[[""GRE Score_cat"", ""TOEFL Score_cat""], [""GRE Score_cat"", ""University Rating""], [""GRE Score_cat"", ""CGPA_cat""], [""GRE Score_cat"", ""SOP""], [""University Rating"", ""TOEFL Score_cat""], [""University Rating"", ""SOP""], [""CGPA_cat"", ""TOEFL Score_cat""], [""CGPA_cat"", ""University Rating""], [""CGPA_cat"", ""SOP""], [""SOP"", ""TOEFL Score_cat""], [""Research"", ""TOEFL Score_cat""], [""Research"", ""University Rating""], [""Research"", ""CGPA_cat""], [""Research"", ""GRE Score_cat""], [""Research"", ""SOP""], [""LOR "", ""TOEFL Score_cat""], [""LOR "", ""SOP""], [""LOR "", ""University Rating""], [""LOR "", ""CGPA_cat""], [""LOR "", ""GRE Score_cat""], [""LOR "", ""Admit""], [""Admit"", ""TOEFL Score_cat""], [""Admit"", ""University Rating""], [""Admit"", ""CGPA_cat""], [""Admit"", ""Research""], [""Admit"", ""GRE Score_cat""], [""Admit"", ""SOP""]]","{""GRE Score_cat"": [0.05749512313006745, 0.10677949367158161, 0.18876652552951131, 0.3294881530872469, 0.3174707045815927], ""TOEFL Score_cat"": [0.0032827013850081936, 0.002107010246632206, 0.016169992150277306, 0.00910572066751716, 0.026159740339337725, 0.024731401802631777, 0.024345414992131897, 0.05739282126267697, 0.02739283041975555, 0.07474267953523121, 0.03662086519430413, 0.02341260739537206, 0.07671706619314131, 0.05874607414053952, 0.1168079073633423, 0.05263808004337933, 0.07224590167195248, 0.16318284572957092, 0.06834672823687452, 0.0658516112303235], ""University Rating"": [0.03239862434879344, 0.13897156783011083, 0.200824923788465, 0.32173766546752264, 0.3060672185651081], ""CGPA_cat"": [0.011304432869976202, 0.10655477423186836, 0.20494802379119934, 0.29300125599312615, 0.3841915131138299], ""SOP"": [0.003807189676427257, 0.02340738005270594, 0.04226589909200701, 0.08063554972017849, 0.10079398750048026, 0.10590868834433992, 0.27403516927262367, 0.21563444452450103, 0.1535116918167364], ""Research"": [0.24540311173974536, 0.7545968882602545], ""LOR "": [0.0022002200220022, 0.014930064435014928, 0.04887631620304887, 0.053119597674053116, 0.11676881973911676, 0.15354392582115353, 0.19880559484519877, 0.2129498664152129, 0.19880559484519877], ""Admit"": [0.5, 0.5000000000000001]}","{""0"": {""precision"": 0.96, ""recall"": 0.5454545454545454, ""f1-score"": 0.6956521739130435, ""support"": 88.0}, ""1"": {""precision"": 0.2, ""recall"": 0.8333333333333334, ""f1-score"": 0.3225806451612903, ""support"": 12.0}, ""accuracy"": 0.58, ""macro avg"": {""precision"": 0.58, ""recall"": 0.6893939393939394, ""f1-score"": 0.5091164095371669, ""support"": 100.0}, ""weighted avg"": {""precision"": 0.8687999999999999, ""recall"": 0.58, ""f1-score"": 0.6508835904628332, ""support"": 100.0}}"
5,20,3,0.45,0.5795454545454546,0.24657534246575344,Learned BN with SMOTE,"[[""GRE Score_cat"", ""TOEFL Score_cat""], [""GRE Score_cat"", ""University Rating""], [""University Rating"", ""TOEFL Score_cat""], [""CGPA_cat"", ""GRE Score_cat""], [""CGPA_cat"", ""TOEFL Score_cat""], [""CGPA_cat"", ""Admit""], [""CGPA_cat"", ""University Rating""], [""CGPA_cat"", ""Research""], [""Admit"", ""TOEFL Score_cat""], [""Admit"", ""University Rating""], [""Admit"", ""GRE Score_cat""], [""Admit"", ""Research""], [""Research"", ""TOEFL Score_cat""], [""Research"", ""University Rating""], [""Research"", ""GRE Score_cat""], [""SOP"", ""University Rating""], [""SOP"", ""TOEFL Score_cat""], [""SOP"", ""CGPA_cat""], [""SOP"", ""GRE Score_cat""], [""LOR "", ""TOEFL Score_cat""], [""LOR "", ""SOP""], [""LOR "", ""University Rating""], [""LOR "", ""GRE Score_cat""]]","{""GRE Score_cat"": [0.06713623728419656, 0.1114579490788745, 0.1907401950837758, 0.32101709701123604, 0.3096485215419172], ""TOEFL Score_cat"": [0.009327992984103459, 0.007847597797754175, 0.014746905637367053, 0.01240143055367005, 0.029680512444238055, 0.02897867862495375, 0.02103801825538817, 0.05145448713236065, 0.03385480262356304, 0.06875148160447252, 0.031245501365370586, 0.02251037704727609, 0.07451551320284838, 0.05440969311172233, 0.11997814689700642, 0.06573458648486957, 0.08460921001588621, 0.13118429628903128, 0.08243293123366538, 0.05529783669445288], ""University Rating"": [0.04755728616456626, 0.1383035984452722, 0.17949334173916484, 0.33265276288145085, 0.3019930107695459], ""CGPA_cat"": [0.06459217350306458, 0.31636020744931637, 0.6190476190476191], ""Admit"": [0.5, 0.5000000000000001], ""Research"": [0.24540311173974538, 0.7545968882602546], ""SOP"": [0.005029074336005029, 0.02907433600502908, 0.04746188904604746, 0.07433600502907432, 0.09130913091309131, 0.10828225679710826, 0.2483105453402483, 0.24123840955524123, 0.15495835297815497], ""LOR "": [0.0022002200220022, 0.014930064435014928, 0.04887631620304887, 0.053119597674053116, 0.11676881973911676, 0.15071507150715072, 0.19597674053119593, 0.2101210121012101, 0.20729215778720725]}","{""0"": {""precision"": 0.9230769230769231, ""recall"": 0.4090909090909091, ""f1-score"": 0.5669291338582677, ""support"": 88.0}, ""1"": {""precision"": 0.14754098360655737, ""recall"": 0.75, ""f1-score"": 0.24657534246575344, ""support"": 12.0}, ""accuracy"": 0.45, ""macro avg"": {""precision"": 0.5353089533417402, ""recall"": 0.5795454545454546, ""f1-score"": 0.40675223816201056, ""support"": 100.0}, ""weighted avg"": {""precision"": 0.8300126103404792, ""recall"": 0.45, ""f1-score"": 0.528486678891166, ""support"": 100.0}}"
10,5,10,0.55,0.4564393939393939,0.15094339622641506,Learned BN with SMOTE,"[[""TOEFL Score_cat"", ""GRE Score_cat""], [""TOEFL Score_cat"", ""LOR ""], [""TOEFL Score_cat"", ""CGPA_cat""], [""TOEFL Score_cat"", ""Admit""], [""TOEFL Score_cat"", ""SOP""], [""TOEFL Score_cat"", ""University Rating""], [""TOEFL Score_cat"", ""Research""], [""LOR "", ""GRE Score_cat""], [""CGPA_cat"", ""LOR ""], [""CGPA_cat"", ""GRE Score_cat""], [""CGPA_cat"", ""SOP""], [""Admit"", ""LOR ""], [""Admit"", ""CGPA_cat""], [""Admit"", ""University Rating""], [""Admit"", ""GRE Score_cat""], [""Admit"", ""Research""], [""Admit"", ""SOP""], [""SOP"", ""LOR ""], [""SOP"", ""GRE Score_cat""], [""University Rating"", ""SOP""], [""University Rating"", ""LOR ""], [""University Rating"", ""CGPA_cat""], [""University Rating"", ""GRE Score_cat""], [""Research"", ""LOR ""], [""Research"", ""CGPA_cat""], [""Research"", ""GRE Score_cat""], [""Research"", ""SOP""], [""Research"", ""University Rating""]]","{""TOEFL Score_cat"": [0.03111739745403112, 0.13719943422913722, 0.15841584158415845, 0.3168316831683169, 0.3564356435643565], ""GRE Score_cat"": [0.013437057991513445, 0.051626591230551626, 0.04879773691654882, 0.0572842998585573, 0.08981612446958981, 0.086987270155587, 0.15770862800565771, 0.13649222065063654, 0.23691654879773688, 0.12093352192362095], ""LOR "": [0.002200220022002201, 0.014930064435014932, 0.048876316203048865, 0.05311959767405312, 0.1167688197391168, 0.1606160616061606, 0.1775891874901776, 0.24406726386924404, 0.1818324689611818], ""CGPA_cat"": [0.013515637278013512, 0.043218607575043214, 0.0700927235580701, 0.09555241238409555, 0.09838126669809838, 0.08565142228508567, 0.20022002200220024, 0.236995128084237, 0.15637278013515638], ""Admit"": [0.49999999999999994, 0.5], ""SOP"": [0.005029074336005028, 0.02907433600502907, 0.047461889046047465, 0.07433600502907434, 0.09130913091309131, 0.1082822567971083, 0.253968253968254, 0.23133741945623135, 0.1592016344491592], ""University Rating"": [0.03818953323903818, 0.1371994342291372, 0.18953323903818955, 0.32956152758132956, 0.3055162659123055], ""Research"": [0.2454031117397454, 0.7545968882602546]}","{""0"": {""precision"": 0.864406779661017, ""recall"": 0.5795454545454546, ""f1-score"": 0.6938775510204083, ""support"": 88.0}, ""1"": {""precision"": 0.0975609756097561, ""recall"": 0.3333333333333333, ""f1-score"": 0.15094339622641506, ""support"": 12.0}, ""accuracy"": 0.55, ""macro avg"": {""precision"": 0.4809838776353865, ""recall"": 0.4564393939393939, ""f1-score"": 0.42241047362341166, ""support"": 100.0}, ""weighted avg"": {""precision"": 0.7723852831748657, ""recall"": 0.55, ""f1-score"": 0.6287254524451291, ""support"": 100.0}}"
10,5,5,0.78,0.6590909090909092,0.3529411764705882,Learned BN with SMOTE,"[[""TOEFL Score_cat"", ""GRE Score_cat""], [""TOEFL Score_cat"", ""LOR ""], [""TOEFL Score_cat"", ""SOP""], [""TOEFL Score_cat"", ""University Rating""], [""TOEFL Score_cat"", ""CGPA_cat""], [""TOEFL Score_cat"", ""Admit""], [""TOEFL Score_cat"", ""Research""], [""LOR "", ""GRE Score_cat""], [""SOP"", ""LOR ""], [""SOP"", ""GRE Score_cat""], [""University Rating"", ""LOR ""], [""University Rating"", ""SOP""], [""University Rating"", ""GRE Score_cat""], [""CGPA_cat"", ""SOP""], [""CGPA_cat"", ""LOR ""], [""CGPA_cat"", ""University Rating""], [""CGPA_cat"", ""GRE Score_cat""], [""Admit"", ""LOR ""], [""Admit"", ""SOP""], [""Admit"", ""University Rating""], [""Admit"", ""CGPA_cat""], [""Admit"", ""GRE Score_cat""], [""Admit"", ""Research""], [""Research"", ""LOR ""], [""Research"", ""SOP""], [""Research"", ""University Rating""], [""Research"", ""CGPA_cat""], [""Research"", ""GRE Score_cat""]]","{""TOEFL Score_cat"": [0.03111739745403112, 0.13719943422913722, 0.15841584158415845, 0.3168316831683169, 0.3564356435643565], ""GRE Score_cat"": [0.013437057991513436, 0.05162659123055161, 0.048797736916548796, 0.05728429985855728, 0.08981612446958981, 0.086987270155587, 0.16053748231966056, 0.14073550212164077, 0.22701555869872705, 0.12376237623762376], ""LOR "": [0.0022002200220022005, 0.014930064435014932, 0.04887631620304888, 0.05311959767405312, 0.1167688197391168, 0.15354392582115356, 0.20022002200220024, 0.2186075750432186, 0.19173345906019168], ""SOP"": [0.005029074336005027, 0.029074336005029067, 0.04746188904604746, 0.07433600502907432, 0.0913091309130913, 0.10828225679710829, 0.2483105453402483, 0.24406726386924404, 0.1521294986641521], ""University Rating"": [0.03818953323903818, 0.13719943422913722, 0.18953323903818953, 0.3408769448373409, 0.2942008486562942], ""CGPA_cat"": [0.014144271570014145, 0.11315417256011316, 0.1937765205091938, 0.28712871287128716, 0.39179632248939184], ""Admit"": [0.49999999999999994, 0.5], ""Research"": [0.2454031117397454, 0.7545968882602546]}","{""0"": {""precision"": 0.9230769230769231, ""recall"": 0.8181818181818182, ""f1-score"": 0.8674698795180724, ""support"": 88.0}, ""1"": {""precision"": 0.2727272727272727, ""recall"": 0.5, ""f1-score"": 0.3529411764705882, ""support"": 12.0}, ""accuracy"": 0.78, ""macro avg"": {""precision"": 0.5979020979020979, ""recall"": 0.6590909090909092, ""f1-score"": 0.6102055279943304, ""support"": 100.0}, ""weighted avg"": {""precision"": 0.8450349650349651, ""recall"": 0.78, ""f1-score"": 0.8057264351523743, ""support"": 100.0}}"
