GRE bins,TOEFL bins,GPA bins,Accuracy,F1 Score,Model,Model Structure,Marginal Probabilities,Classification Report
5,5,5,0.41,0.16901408450704228,Learned BN,"[[""GRE Score_cat"", ""CGPA_cat""], [""GRE Score_cat"", ""Research""], [""GRE Score_cat"", ""LOR ""], [""GRE Score_cat"", ""SOP""], [""GRE Score_cat"", ""University Rating""], [""GRE Score_cat"", ""Admit""], [""CGPA_cat"", ""SOP""], [""CGPA_cat"", ""LOR ""], [""CGPA_cat"", ""University Rating""], [""Research"", ""LOR ""], [""Research"", ""SOP""], [""Research"", ""University Rating""], [""Research"", ""CGPA_cat""], [""LOR "", ""SOP""], [""University Rating"", ""LOR ""], [""University Rating"", ""SOP""], [""Admit"", ""LOR ""], [""Admit"", ""SOP""], [""Admit"", ""University Rating""], [""Admit"", ""CGPA_cat""], [""Admit"", ""Research""], [""TOEFL Score_cat"", ""GRE Score_cat""], [""TOEFL Score_cat"", ""LOR ""], [""TOEFL Score_cat"", ""SOP""], [""TOEFL Score_cat"", ""University Rating""], [""TOEFL Score_cat"", ""CGPA_cat""]]","{""GRE Score_cat"": [0.09629629629629631, 0.18765432098765433, 0.3135802469135803, 0.2864197530864198, 0.1160493827160494], ""CGPA_cat"": [0.028156522765832585, 0.18656581023471028, 0.34603827096966544, 0.3178640830923281, 0.12137531293746356], ""Research"": [0.445679012345679, 0.5543209876543209], ""LOR "": [0.026803096552294393, 0.09022741847482482, 0.09887372112544435, 0.20605915151595677, 0.16742305807505847, 0.18917288516021064, 0.12021753098663107, 0.1012231381095795], ""SOP"": [0.012068436009853857, 0.04972697827494686, 0.09268370103255989, 0.12948003877688066, 0.14471070578672401, 0.18649183043027723, 0.1830900505438788, 0.12284571108077876, 0.07890254806409999], ""University Rating"": [0.0704264004182521, 0.25507495654181245, 0.32838058018002136, 0.19415952740949002, 0.15195853545042418], ""Admit"": [0.8728395061728396, 0.1271604938271605], ""TOEFL Score_cat"": [0.0345679012345679, 0.25925925925925924, 0.2740740740740741, 0.29876543209876544, 0.13333333333333333]}","{""0"": {""precision"": 0.8536585365853658, ""recall"": 0.3977272727272727, ""f1-score"": 0.5426356589147285, ""support"": 88.0}, ""1"": {""precision"": 0.1016949152542373, ""recall"": 0.5, ""f1-score"": 0.16901408450704228, ""support"": 12.0}, ""accuracy"": 0.41, ""macro avg"": {""precision"": 0.4776767259198016, ""recall"": 0.44886363636363635, ""f1-score"": 0.3558248717108854, ""support"": 100.0}, ""weighted avg"": {""precision"": 0.7634229020256305, ""recall"": 0.41, ""f1-score"": 0.49780106998580614, ""support"": 100.0}}"
5,5,3,0.46,0.20588235294117646,Learned BN,"[[""GRE Score_cat"", ""CGPA_cat""], [""GRE Score_cat"", ""Research""], [""GRE Score_cat"", ""Admit""], [""GRE Score_cat"", ""LOR ""], [""GRE Score_cat"", ""SOP""], [""GRE Score_cat"", ""University Rating""], [""CGPA_cat"", ""SOP""], [""CGPA_cat"", ""LOR ""], [""CGPA_cat"", ""University Rating""], [""Research"", ""LOR ""], [""Research"", ""SOP""], [""Research"", ""University Rating""], [""Research"", ""CGPA_cat""], [""Admit"", ""LOR ""], [""Admit"", ""SOP""], [""Admit"", ""University Rating""], [""Admit"", ""CGPA_cat""], [""Admit"", ""Research""], [""LOR "", ""SOP""], [""University Rating"", ""LOR ""], [""University Rating"", ""SOP""], [""TOEFL Score_cat"", ""GRE Score_cat""], [""TOEFL Score_cat"", ""LOR ""], [""TOEFL Score_cat"", ""SOP""], [""TOEFL Score_cat"", ""University Rating""], [""TOEFL Score_cat"", ""CGPA_cat""]]","{""GRE Score_cat"": [0.09629629629629631, 0.18765432098765433, 0.3135802469135803, 0.2864197530864198, 0.1160493827160494], ""CGPA_cat"": [0.09836886400743096, 0.5703985941563485, 0.3312325418362205], ""Research"": [0.445679012345679, 0.5543209876543209], ""Admit"": [0.8728395061728396, 0.1271604938271605], ""LOR "": [0.0268030965522944, 0.09022741847482485, 0.09887372112544437, 0.20605915151595683, 0.16742305807505845, 0.18917288516021064, 0.12021753098663107, 0.1012231381095795], ""SOP"": [0.01206843600985386, 0.049726978274946876, 0.09268370103255986, 0.1294800387768807, 0.144710705786724, 0.18649183043027723, 0.1830900505438788, 0.12284571108077877, 0.07890254806409998], ""University Rating"": [0.07042640041825211, 0.25507495654181245, 0.32838058018002136, 0.19415952740949002, 0.15195853545042415], ""TOEFL Score_cat"": [0.0345679012345679, 0.25925925925925924, 0.2740740740740741, 0.29876543209876544, 0.13333333333333333]}","{""0"": {""precision"": 0.8863636363636364, ""recall"": 0.4431818181818182, ""f1-score"": 0.5909090909090909, ""support"": 88.0}, ""1"": {""precision"": 0.125, ""recall"": 0.5833333333333334, ""f1-score"": 0.20588235294117646, ""support"": 12.0}, ""accuracy"": 0.46, ""macro avg"": {""precision"": 0.5056818181818181, ""recall"": 0.5132575757575758, ""f1-score"": 0.39839572192513373, ""support"": 100.0}, ""weighted avg"": {""precision"": 0.795, ""recall"": 0.46, ""f1-score"": 0.5447058823529412, ""support"": 100.0}}"
5,10,10,0.32,0.15,Learned BN,"[[""GRE Score_cat"", ""CGPA_cat""], [""GRE Score_cat"", ""TOEFL Score_cat""], [""GRE Score_cat"", ""LOR ""], [""TOEFL Score_cat"", ""CGPA_cat""], [""LOR "", ""CGPA_cat""], [""LOR "", ""TOEFL Score_cat""], [""Research"", ""CGPA_cat""], [""Research"", ""TOEFL Score_cat""], [""Research"", ""LOR ""], [""Research"", ""GRE Score_cat""], [""SOP"", ""CGPA_cat""], [""SOP"", ""University Rating""], [""SOP"", ""TOEFL Score_cat""], [""SOP"", ""LOR ""], [""SOP"", ""GRE Score_cat""], [""University Rating"", ""CGPA_cat""], [""University Rating"", ""TOEFL Score_cat""], [""University Rating"", ""GRE Score_cat""], [""University Rating"", ""LOR ""], [""University Rating"", ""Admit""], [""University Rating"", ""Research""], [""Admit"", ""CGPA_cat""], [""Admit"", ""TOEFL Score_cat""], [""Admit"", ""LOR ""], [""Admit"", ""GRE Score_cat""], [""Admit"", ""Research""]]","{""GRE Score_cat"": [0.09274019255140681, 0.1957286494490367, 0.3217394436084097, 0.2730045730094236, 0.11678714138172334], ""CGPA_cat"": [0.004451645935801839, 0.022966767123858894, 0.06298263176171263, 0.124891650382184, 0.16270686617037816, 0.1851484849687479, 0.1487622029662193, 0.17503185592502862, 0.07504629655859657, 0.03801159820747209], ""TOEFL Score_cat"": [0.009131986814544394, 0.027034067987946067, 0.11903743934186434, 0.14652693327559946, 0.17972457278167606, 0.093217475532579, 0.16473340362139272, 0.1324227090063921, 0.06549884251969064, 0.06267256911831519], ""LOR "": [0.028441519726152525, 0.08912098687837383, 0.0930956069171614, 0.20471840468165764, 0.16575915239644023, 0.19003848678234514, 0.12870245866734686, 0.10012338395052243], ""Research"": [0.445679012345679, 0.554320987654321], ""SOP"": [0.011248285322359396, 0.05075445816186557, 0.09026063100137174, 0.1297668038408779, 0.14705075445816188, 0.18161865569272978, 0.18655692729766804, 0.11742112482853224, 0.08532235939643347], ""University Rating"": [0.06913580246913581, 0.2518518518518518, 0.32839506172839505, 0.19999999999999998, 0.1506172839506173], ""Admit"": [0.8728395061728396, 0.1271604938271605]}","{""0"": {""precision"": 0.8125, ""recall"": 0.29545454545454547, ""f1-score"": 0.4333333333333334, ""support"": 88.0}, ""1"": {""precision"": 0.08823529411764706, ""recall"": 0.5, ""f1-score"": 0.15, ""support"": 12.0}, ""accuracy"": 0.32, ""macro avg"": {""precision"": 0.45036764705882354, ""recall"": 0.3977272727272727, ""f1-score"": 0.2916666666666667, ""support"": 100.0}, ""weighted avg"": {""precision"": 0.7255882352941176, ""recall"": 0.32, ""f1-score"": 0.3993333333333334, ""support"": 100.0}}"
5,10,5,0.36,0.15789473684210525,Learned BN,"[[""GRE Score_cat"", ""CGPA_cat""], [""GRE Score_cat"", ""SOP""], [""GRE Score_cat"", ""Research""], [""GRE Score_cat"", ""LOR ""], [""GRE Score_cat"", ""University Rating""], [""GRE Score_cat"", ""Admit""], [""CGPA_cat"", ""SOP""], [""CGPA_cat"", ""University Rating""], [""CGPA_cat"", ""LOR ""], [""Research"", ""SOP""], [""Research"", ""LOR ""], [""Research"", ""University Rating""], [""Research"", ""CGPA_cat""], [""LOR "", ""SOP""], [""University Rating"", ""SOP""], [""University Rating"", ""LOR ""], [""Admit"", ""SOP""], [""Admit"", ""LOR ""], [""Admit"", ""University Rating""], [""Admit"", ""CGPA_cat""], [""Admit"", ""Research""], [""TOEFL Score_cat"", ""GRE Score_cat""], [""TOEFL Score_cat"", ""SOP""], [""TOEFL Score_cat"", ""LOR ""], [""TOEFL Score_cat"", ""University Rating""], [""TOEFL Score_cat"", ""CGPA_cat""]]","{""GRE Score_cat"": [0.09629629629629631, 0.18765432098765433, 0.3135802469135803, 0.2864197530864198, 0.11604938271604939], ""CGPA_cat"": [0.02775213031153778, 0.19301511103963173, 0.3411043811052795, 0.31285474931048657, 0.12527362823306445], ""SOP"": [0.012324516325162982, 0.048935925615051154, 0.09324641466640499, 0.13101673817732437, 0.14343859269968362, 0.18319896095507213, 0.19029306214715203, 0.12013757087575422, 0.07740821853839454], ""Research"": [0.445679012345679, 0.554320987654321], ""LOR "": [0.0270566504779926, 0.08931055549430054, 0.10016885909125202, 0.210776833110495, 0.16801688019907784, 0.18222808591350173, 0.11842824893092893, 0.10401388678245134], ""University Rating"": [0.0723360581526603, 0.2553913335345757, 0.32498058092064835, 0.18912398345321838, 0.15816804393889727], ""Admit"": [0.8728395061728396, 0.1271604938271605], ""TOEFL Score_cat"": [0.008641975308641974, 0.025925925925925925, 0.12222222222222222, 0.13703703703703704, 0.17901234567901234, 0.09506172839506173, 0.16666666666666666, 0.13209876543209875, 0.07037037037037037, 0.06296296296296296]}","{""0"": {""precision"": 0.8333333333333334, ""recall"": 0.3409090909090909, ""f1-score"": 0.4838709677419354, ""support"": 88.0}, ""1"": {""precision"": 0.09375, ""recall"": 0.5, ""f1-score"": 0.15789473684210525, ""support"": 12.0}, ""accuracy"": 0.36, ""macro avg"": {""precision"": 0.4635416666666667, ""recall"": 0.4204545454545454, ""f1-score"": 0.3208828522920203, ""support"": 100.0}, ""weighted avg"": {""precision"": 0.7445833333333334, ""recall"": 0.36, ""f1-score"": 0.44475382003395575, ""support"": 100.0}}"
5,10,3,0.41,0.16901408450704228,Learned BN,"[[""GRE Score_cat"", ""CGPA_cat""], [""GRE Score_cat"", ""Research""], [""GRE Score_cat"", ""Admit""], [""GRE Score_cat"", ""LOR ""], [""GRE Score_cat"", ""University Rating""], [""GRE Score_cat"", ""SOP""], [""CGPA_cat"", ""SOP""], [""CGPA_cat"", ""LOR ""], [""CGPA_cat"", ""University Rating""], [""Research"", ""LOR ""], [""Research"", ""University Rating""], [""Research"", ""SOP""], [""Research"", ""CGPA_cat""], [""Admit"", ""LOR ""], [""Admit"", ""University Rating""], [""Admit"", ""SOP""], [""Admit"", ""CGPA_cat""], [""Admit"", ""Research""], [""LOR "", ""SOP""], [""University Rating"", ""LOR ""], [""University Rating"", ""SOP""], [""TOEFL Score_cat"", ""GRE Score_cat""], [""TOEFL Score_cat"", ""LOR ""], [""TOEFL Score_cat"", ""University Rating""], [""TOEFL Score_cat"", ""SOP""], [""TOEFL Score_cat"", ""CGPA_cat""]]","{""GRE Score_cat"": [0.09629629629629631, 0.18765432098765433, 0.3135802469135803, 0.2864197530864198, 0.11604938271604939], ""CGPA_cat"": [0.0999534614401487, 0.5693158307309732, 0.33073070782887803], ""Research"": [0.445679012345679, 0.554320987654321], ""Admit"": [0.8728395061728396, 0.1271604938271605], ""LOR "": [0.027056650477992588, 0.08931055549430054, 0.10016885909125202, 0.210776833110495, 0.1680168801990779, 0.18222808591350173, 0.11842824893092893, 0.10401388678245135], ""University Rating"": [0.0723360581526603, 0.25539133353457566, 0.32498058092064835, 0.1891239834532184, 0.15816804393889727], ""SOP"": [0.012324516325162991, 0.04893592561505119, 0.093246414666405, 0.1310167381773244, 0.14343859269968362, 0.18319896095507215, 0.19029306214715205, 0.12013757087575425, 0.07740821853839452], ""TOEFL Score_cat"": [0.008641975308641974, 0.025925925925925925, 0.12222222222222222, 0.13703703703703704, 0.17901234567901234, 0.09506172839506173, 0.16666666666666666, 0.13209876543209875, 0.07037037037037037, 0.06296296296296296]}","{""0"": {""precision"": 0.8536585365853658, ""recall"": 0.3977272727272727, ""f1-score"": 0.5426356589147285, ""support"": 88.0}, ""1"": {""precision"": 0.1016949152542373, ""recall"": 0.5, ""f1-score"": 0.16901408450704228, ""support"": 12.0}, ""accuracy"": 0.41, ""macro avg"": {""precision"": 0.4776767259198016, ""recall"": 0.44886363636363635, ""f1-score"": 0.3558248717108854, ""support"": 100.0}, ""weighted avg"": {""precision"": 0.7634229020256305, ""recall"": 0.41, ""f1-score"": 0.49780106998580614, ""support"": 100.0}}"
5,20,10,0.48,0.2571428571428572,Learned BN,"[[""GRE Score_cat"", ""TOEFL Score_cat""], [""GRE Score_cat"", ""University Rating""], [""GRE Score_cat"", ""SOP""], [""GRE Score_cat"", ""LOR ""], [""GRE Score_cat"", ""CGPA_cat""], [""University Rating"", ""TOEFL Score_cat""], [""University Rating"", ""SOP""], [""University Rating"", ""LOR ""], [""University Rating"", ""CGPA_cat""], [""SOP"", ""TOEFL Score_cat""], [""SOP"", ""CGPA_cat""], [""LOR "", ""TOEFL Score_cat""], [""LOR "", ""SOP""], [""LOR "", ""CGPA_cat""], [""CGPA_cat"", ""TOEFL Score_cat""], [""Research"", ""GRE Score_cat""], [""Research"", ""University Rating""], [""Research"", ""TOEFL Score_cat""], [""Research"", ""SOP""], [""Research"", ""LOR ""], [""Research"", ""CGPA_cat""], [""Admit"", ""GRE Score_cat""], [""Admit"", ""University Rating""], [""Admit"", ""TOEFL Score_cat""], [""Admit"", ""CGPA_cat""], [""Admit"", ""SOP""], [""Admit"", ""LOR ""], [""Admit"", ""Research""]]","{""GRE Score_cat"": [0.09629629629629631, 0.18765432098765433, 0.3135802469135803, 0.2864197530864198, 0.11604938271604939], ""TOEFL Score_cat"": [0.005555555555555566, 0.0030864197530864196, 0.015432098765432098, 0.010493827160493826, 0.06975308641975309, 0.05246913580246915, 0.03765432098765432, 0.0993827160493827, 0.05493827160493826, 0.12407407407407404, 0.06234567901234566, 0.032716049382716036, 0.12407407407407402, 0.04259259259259257, 0.09444444444444439, 0.03765432098765431, 0.02037037037037036, 0.04999999999999997, 0.017901234567901228, 0.04506172839506171], ""University Rating"": [0.0691358024691358, 0.2518518518518518, 0.32839506172839505, 0.2, 0.1506172839506173], ""SOP"": [0.011248285322359395, 0.05075445816186556, 0.0902606310013717, 0.12976680384087788, 0.14705075445816185, 0.18161865569272972, 0.18655692729766807, 0.11742112482853224, 0.08532235939643348], ""LOR "": [0.02623456790123457, 0.0904320987654321, 0.10030864197530862, 0.2015432098765432, 0.17191358024691358, 0.1867283950617284, 0.12253086419753086, 0.10030864197530866], ""CGPA_cat"": [0.0037037037037037017, 0.0234567901234568, 0.06296296296296297, 0.12222222222222226, 0.16666666666666666, 0.1814814814814815, 0.15432098765432098, 0.16419753086419753, 0.0728395061728395, 0.048148148148148155], ""Research"": [0.445679012345679, 0.5543209876543209], ""Admit"": [0.8728395061728395, 0.1271604938271605]}","{""0"": {""precision"": 0.9285714285714286, ""recall"": 0.4431818181818182, ""f1-score"": 0.6, ""support"": 88.0}, ""1"": {""precision"": 0.15517241379310345, ""recall"": 0.75, ""f1-score"": 0.2571428571428572, ""support"": 12.0}, ""accuracy"": 0.48, ""macro avg"": {""precision"": 0.541871921182266, ""recall"": 0.5965909090909091, ""f1-score"": 0.4285714285714286, ""support"": 100.0}, ""weighted avg"": {""precision"": 0.8357635467980296, ""recall"": 0.48, ""f1-score"": 0.5588571428571428, ""support"": 100.0}}"
5,20,5,0.41,0.1917808219178082,Learned BN,"[[""GRE Score_cat"", ""TOEFL Score_cat""], [""GRE Score_cat"", ""LOR ""], [""LOR "", ""TOEFL Score_cat""], [""CGPA_cat"", ""GRE Score_cat""], [""CGPA_cat"", ""TOEFL Score_cat""], [""CGPA_cat"", ""LOR ""], [""Research"", ""TOEFL Score_cat""], [""Research"", ""LOR ""], [""Research"", ""GRE Score_cat""], [""Research"", ""CGPA_cat""], [""SOP"", ""TOEFL Score_cat""], [""SOP"", ""University Rating""], [""SOP"", ""LOR ""], [""SOP"", ""GRE Score_cat""], [""SOP"", ""CGPA_cat""], [""University Rating"", ""TOEFL Score_cat""], [""University Rating"", ""CGPA_cat""], [""University Rating"", ""LOR ""], [""University Rating"", ""GRE Score_cat""], [""University Rating"", ""Admit""], [""University Rating"", ""Research""], [""Admit"", ""TOEFL Score_cat""], [""Admit"", ""LOR ""], [""Admit"", ""GRE Score_cat""], [""Admit"", ""CGPA_cat""], [""Admit"", ""Research""]]","{""GRE Score_cat"": [0.09274019255140678, 0.1957286494490367, 0.3217394436084097, 0.2730045730094236, 0.11678714138172334], ""TOEFL Score_cat"": [0.00531494041080038, 0.003817046403744017, 0.015882152157850653, 0.011151915830095428, 0.06726775148359912, 0.05176968785826525, 0.042103982238983116, 0.1044229510366164, 0.05823650836622336, 0.12148806441545278, 0.06069919889316575, 0.032518276639413264, 0.12276331189880132, 0.041970091722591356, 0.08895016945331172, 0.0434725395530804, 0.018860274543174068, 0.046638567976516575, 0.01702460588144184, 0.04564796323687335], ""LOR "": [0.02844151972615253, 0.08912098687837383, 0.0930956069171614, 0.20471840468165764, 0.16575915239644026, 0.1900384867823451, 0.1287024586673469, 0.10012338395052242], ""CGPA_cat"": [0.02741841305966072, 0.18787428214389656, 0.347855351139126, 0.3237940588912479, 0.11305789476606866], ""Research"": [0.445679012345679, 0.554320987654321], ""SOP"": [0.011248285322359396, 0.05075445816186557, 0.09026063100137174, 0.1297668038408779, 0.14705075445816188, 0.18161865569272978, 0.18655692729766804, 0.11742112482853224, 0.08532235939643347], ""University Rating"": [0.06913580246913581, 0.2518518518518518, 0.32839506172839505, 0.19999999999999998, 0.1506172839506173], ""Admit"": [0.8728395061728396, 0.1271604938271605]}","{""0"": {""precision"": 0.8717948717948718, ""recall"": 0.38636363636363635, ""f1-score"": 0.5354330708661418, ""support"": 88.0}, ""1"": {""precision"": 0.11475409836065574, ""recall"": 0.5833333333333334, ""f1-score"": 0.1917808219178082, ""support"": 12.0}, ""accuracy"": 0.41, ""macro avg"": {""precision"": 0.4932744850777638, ""recall"": 0.48484848484848486, ""f1-score"": 0.363606946391975, ""support"": 100.0}, ""weighted avg"": {""precision"": 0.7809499789827659, ""recall"": 0.41, ""f1-score"": 0.4941948009923417, ""support"": 100.0}}"
5,20,3,0.46,0.12903225806451613,Learned BN,"[[""GRE Score_cat"", ""TOEFL Score_cat""], [""GRE Score_cat"", ""LOR ""], [""GRE Score_cat"", ""SOP""], [""GRE Score_cat"", ""University Rating""], [""LOR "", ""TOEFL Score_cat""], [""LOR "", ""SOP""], [""SOP"", ""TOEFL Score_cat""], [""University Rating"", ""TOEFL Score_cat""], [""University Rating"", ""LOR ""], [""University Rating"", ""SOP""], [""CGPA_cat"", ""GRE Score_cat""], [""CGPA_cat"", ""University Rating""], [""CGPA_cat"", ""TOEFL Score_cat""], [""CGPA_cat"", ""SOP""], [""CGPA_cat"", ""LOR ""], [""Research"", ""GRE Score_cat""], [""Research"", ""University Rating""], [""Research"", ""TOEFL Score_cat""], [""Research"", ""LOR ""], [""Research"", ""SOP""], [""Research"", ""CGPA_cat""], [""Admit"", ""GRE Score_cat""], [""Admit"", ""University Rating""], [""Admit"", ""TOEFL Score_cat""], [""Admit"", ""CGPA_cat""], [""Admit"", ""LOR ""], [""Admit"", ""SOP""], [""Admit"", ""Research""]]","{""GRE Score_cat"": [0.0962962962962963, 0.18765432098765433, 0.3135802469135803, 0.28641975308641976, 0.11604938271604937], ""TOEFL Score_cat"": [0.005555555555555559, 0.0030864197530864218, 0.015432098765432107, 0.010493827160493838, 0.06975308641975314, 0.05246913580246915, 0.03765432098765434, 0.09938271604938273, 0.05493827160493827, 0.12407407407407409, 0.06234567901234565, 0.03271604938271605, 0.12407407407407409, 0.04259259259259259, 0.09444444444444444, 0.03765432098765433, 0.02037037037037037, 0.049999999999999996, 0.01790123456790123, 0.045061728395061736], ""LOR "": [0.026234567901234566, 0.09043209876543212, 0.10030864197530864, 0.20154320987654323, 0.1719135802469136, 0.1867283950617284, 0.12253086419753086, 0.10030864197530864], ""SOP"": [0.0112482853223594, 0.05075445816186557, 0.09026063100137176, 0.1297668038408779, 0.14705075445816188, 0.18161865569272975, 0.18655692729766804, 0.1174211248285322, 0.08532235939643347], ""University Rating"": [0.06913580246913582, 0.2518518518518519, 0.3283950617283951, 0.2, 0.15061728395061727], ""CGPA_cat"": [0.09794238683127572, 0.5720164609053499, 0.3300411522633745], ""Research"": [0.445679012345679, 0.5543209876543209], ""Admit"": [0.8728395061728395, 0.1271604938271605]}","{""0"": {""precision"": 0.84, ""recall"": 0.4772727272727273, ""f1-score"": 0.6086956521739131, ""support"": 88.0}, ""1"": {""precision"": 0.08, ""recall"": 0.3333333333333333, ""f1-score"": 0.12903225806451613, ""support"": 12.0}, ""accuracy"": 0.46, ""macro avg"": {""precision"": 0.45999999999999996, ""recall"": 0.4053030303030303, ""f1-score"": 0.3688639551192146, ""support"": 100.0}, ""weighted avg"": {""precision"": 0.7487999999999999, ""recall"": 0.46, ""f1-score"": 0.5511360448807854, ""support"": 100.0}}"
10,5,10,0.47,0.2535211267605634,Learned BN,"[[""GRE Score_cat"", ""CGPA_cat""], [""TOEFL Score_cat"", ""GRE Score_cat""], [""TOEFL Score_cat"", ""CGPA_cat""], [""TOEFL Score_cat"", ""SOP""], [""TOEFL Score_cat"", ""LOR ""], [""TOEFL Score_cat"", ""University Rating""], [""SOP"", ""GRE Score_cat""], [""SOP"", ""CGPA_cat""], [""LOR "", ""GRE Score_cat""], [""LOR "", ""CGPA_cat""], [""LOR "", ""SOP""], [""University Rating"", ""GRE Score_cat""], [""University Rating"", ""CGPA_cat""], [""University Rating"", ""LOR ""], [""University Rating"", ""SOP""], [""Research"", ""GRE Score_cat""], [""Research"", ""CGPA_cat""], [""Research"", ""LOR ""], [""Research"", ""SOP""], [""Research"", ""University Rating""], [""Research"", ""TOEFL Score_cat""], [""Admit"", ""GRE Score_cat""], [""Admit"", ""CGPA_cat""], [""Admit"", ""TOEFL Score_cat""], [""Admit"", ""LOR ""], [""Admit"", ""SOP""], [""Admit"", ""University Rating""], [""Admit"", ""Research""]]","{""GRE Score_cat"": [0.02098765432098765, 0.07530864197530865, 0.08024691358024692, 0.10740740740740741, 0.1691358024691358, 0.14444444444444446, 0.1888888888888889, 0.09753086419753085, 0.07530864197530862, 0.040740740740740744], ""CGPA_cat"": [0.003703703703703705, 0.023456790123456802, 0.06296296296296297, 0.12222222222222227, 0.16666666666666669, 0.18148148148148155, 0.154320987654321, 0.16419753086419753, 0.07283950617283949, 0.04814814814814814], ""TOEFL Score_cat"": [0.0345679012345679, 0.25925925925925924, 0.2740740740740741, 0.29876543209876544, 0.13333333333333333], ""SOP"": [0.011248285322359396, 0.050754458161865565, 0.09026063100137172, 0.12976680384087794, 0.1470507544581619, 0.18161865569272972, 0.186556927297668, 0.11742112482853226, 0.08532235939643347], ""LOR "": [0.02623456790123457, 0.0904320987654321, 0.10030864197530862, 0.20154320987654317, 0.17191358024691356, 0.1867283950617284, 0.12253086419753086, 0.10030864197530864], ""University Rating"": [0.0691358024691358, 0.2518518518518519, 0.3283950617283951, 0.2, 0.15061728395061727], ""Research"": [0.445679012345679, 0.5543209876543209], ""Admit"": [0.8728395061728395, 0.1271604938271605]}","{""0"": {""precision"": 0.926829268292683, ""recall"": 0.4318181818181818, ""f1-score"": 0.5891472868217055, ""support"": 88.0}, ""1"": {""precision"": 0.15254237288135594, ""recall"": 0.75, ""f1-score"": 0.2535211267605634, ""support"": 12.0}, ""accuracy"": 0.47, ""macro avg"": {""precision"": 0.5396858205870194, ""recall"": 0.5909090909090909, ""f1-score"": 0.4213342067911344, ""support"": 100.0}, ""weighted avg"": {""precision"": 0.8339148408433238, ""recall"": 0.47, ""f1-score"": 0.5488721476143684, ""support"": 100.0}}"
10,5,5,0.48,0.10344827586206896,Learned BN,"[[""GRE Score_cat"", ""CGPA_cat""], [""GRE Score_cat"", ""SOP""], [""GRE Score_cat"", ""Research""], [""GRE Score_cat"", ""University Rating""], [""GRE Score_cat"", ""LOR ""], [""CGPA_cat"", ""SOP""], [""CGPA_cat"", ""University Rating""], [""CGPA_cat"", ""LOR ""], [""Research"", ""SOP""], [""Research"", ""University Rating""], [""Research"", ""LOR ""], [""Research"", ""CGPA_cat""], [""University Rating"", ""SOP""], [""LOR "", ""SOP""], [""LOR "", ""University Rating""], [""TOEFL Score_cat"", ""GRE Score_cat""], [""TOEFL Score_cat"", ""SOP""], [""TOEFL Score_cat"", ""University Rating""], [""TOEFL Score_cat"", ""LOR ""], [""TOEFL Score_cat"", ""CGPA_cat""], [""Admit"", ""SOP""], [""Admit"", ""University Rating""], [""Admit"", ""LOR ""], [""Admit"", ""CGPA_cat""], [""Admit"", ""TOEFL Score_cat""], [""Admit"", ""GRE Score_cat""]]","{""GRE Score_cat"": [0.020987654320987644, 0.07530864197530865, 0.08024691358024692, 0.10740740740740742, 0.1691358024691358, 0.14444444444444446, 0.18888888888888888, 0.09753086419753088, 0.07530864197530864, 0.04074074074074074], ""CGPA_cat"": [0.029616145457967636, 0.18436359226160057, 0.35085862146960956, 0.31811964045391633, 0.11704200035690587], ""SOP"": [0.012418825457082203, 0.05135888415000266, 0.09299648580943463, 0.1306634488722005, 0.15032952850269488, 0.1790311998779983, 0.1847069749559715, 0.11389082345570492, 0.08460382891891036], ""Research"": [0.445679012345679, 0.554320987654321], ""University Rating"": [0.07332190420461605, 0.2549829712479538, 0.3266494355868039, 0.19754114391950683, 0.14750454504111932], ""LOR "": [0.02832244397436874, 0.09271692560345736, 0.1003191422005789, 0.20818455254477986, 0.16797832961031595, 0.18297000421056453, 0.12052124857137493, 0.09898735328455972], ""TOEFL Score_cat"": [0.034567901234567905, 0.2592592592592593, 0.27407407407407414, 0.29876543209876544, 0.13333333333333336], ""Admit"": [0.8728395061728395, 0.1271604938271605]}","{""0"": {""precision"": 0.8333333333333334, ""recall"": 0.5113636363636364, ""f1-score"": 0.6338028169014085, ""support"": 88.0}, ""1"": {""precision"": 0.06521739130434782, ""recall"": 0.25, ""f1-score"": 0.10344827586206896, ""support"": 12.0}, ""accuracy"": 0.48, ""macro avg"": {""precision"": 0.4492753623188406, ""recall"": 0.3806818181818182, ""f1-score"": 0.3686255463817387, ""support"": 100.0}, ""weighted avg"": {""precision"": 0.7411594202898552, ""recall"": 0.48, ""f1-score"": 0.5701602719766877, ""support"": 100.0}}"
